# TO BE USED TO INSERT MODEL ANNOTATIONS IN METABOLIC ATLAS DATABASE
# for GENES ONLY
# annotations will be visible in the GEM browser pages and some can be used by the search engine
#
# some rules:
# this is a TAB separated file, thus TABs are not allowed in any field values
# each line added must have exactly 7 columns to be parsed properly
# do not modify the @ line
# column 'id' is mandatory, other columns are optional
# follow the max size limits
#
# columns description:
# column name        | description
# ---------------------------------------------
# name               | primary name/symbol of the gene
# alternate_name     | long name or full name of the gene
# aliases            | list of aliases, semi-colon separated values
# function           | text about the function, can describe multiple functions
# ec                 | EC code, semi-colon separated values
# catalytic_activity | text about the catalytic activity
#
@id	name	alternate_name	aliases	function	ec	catalytic_activity
ENSG00000068903	SIRT2	sirtuin 2	SIR2L			
ENSG00000068976	PYGM	glycogen phosphorylase, muscle associated				
ENSG00000069020	MAST4	microtubule associated serine/threonine kinase family member 4	KIAA0303			
ENSG00000069248	NUP133	nucleoporin 133	FLJ10814			
ENSG00000069431	ABCC9	ATP binding cassette subfamily C member 9	CMD1O; SUR2			
ENSG00000069535	MAOB	monoamine oxidase B				
ENSG00000069667	RORA	RAR related orphan receptor A	NR1F1; ROR1; ROR2; ROR3; RZRA			
ENSG00000069764	PLA2G10	phospholipase A2 group X	GXPLA2			
ENSG00000069849	ATP1B3	ATPase Na+/K+ transporting subunit beta 3	CD298; FLJ29027			
ENSG00000069869	NEDD4	neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase	KIAA0093; MGC176705; NEDD4-1; RPF1			
ENSG00000069943	PIGB	phosphatidylinositol glycan anchor biosynthesis class B				
ENSG00000069956	MAPK6	mitogen-activated protein kinase 6	ERK3; HsT17250; p97MAPK; PRKM6			
ENSG00000070019	GUCY2C	guanylate cyclase 2C	GUC2C; STAR			
ENSG00000070159	PTPN3	protein tyrosine phosphatase, non-receptor type 3	PTPH1			
ENSG00000070214	SLC44A1	solute carrier family 44 member 1	CD92; CDW92; CHTL1; CTL1			
ENSG00000070423	RNF126	ring finger protein 126	FLJ20552			
ENSG00000070501	POLB	DNA polymerase beta				
ENSG00000070526	ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	SIAT7A; ST6GalNAcI			
ENSG00000070610	GBA2	glucosylceramidase beta 2	AD035; DKFZp762K054; KIAA1605; SPG46			
ENSG00000070614	NDST1	N-deacetylase and N-sulfotransferase 1	HSST; NST1			
ENSG00000070669	ASNS	asparagine synthetase (glutamine-hydrolyzing)				
ENSG00000070731	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	SIAT7; SIAT7B; SIATL1; ST6GalNAII; STHM			
ENSG00000070748	CHAT	choline O-acetyltransferase				
ENSG00000070759	TESK2	testis associated actin remodelling kinase 2				
ENSG00000070770	CSNK2A2	casein kinase 2 alpha 2	CK2alpha'; CSNK2A1			
ENSG00000070778	PTPN21	protein tyrosine phosphatase, non-receptor type 21	PTPD1; PTPRL10			
ENSG00000070808	CAMK2A	calcium/calmodulin dependent protein kinase II alpha	CAMKA; CaMKIINalpha; KIAA0968			
ENSG00000070886	EPHA8	EPH receptor A8	EEK; Hek3			
ENSG00000070915	SLC12A3	solute carrier family 12 member 3	NCCT			
ENSG00000070950	RAD18	RAD18, E3 ubiquitin protein ligase	RNF73			
ENSG00000070961	ATP2B1	ATPase plasma membrane Ca2+ transporting 1	PMCA1			
ENSG00000071054	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	FLH21957; HGK; NIK			
ENSG00000071073	MGAT4A	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A	GnT-4a; GnT-Iva			
ENSG00000071242	RPS6KA2	ribosomal protein S6 kinase A2	HU-2; RSK3			
ENSG00000071462	BUD23	BUD23, rRNA methyltransferase and ribosome maturation factor	MERM1; MGC19709; MGC2022; MGC5140; PP3381; WBMT; WBSCR22			
ENSG00000071553	ATP6AP1	ATPase H+ transporting accessory protein 1	16A; Ac45; ATP6IP1; ATP6S1; CF2; ORF; VATPS1; XAP-3; XAP3			
ENSG00000071794	HLTF	helicase like transcription factor	HIP116A; HLTF1; RNF80; SMARCA3; SNF2L3			
ENSG00000071909	MYO3B	myosin IIIB				
ENSG00000071967	CYBRD1	cytochrome b reductase 1	CYB561A2; DCYTB; FLJ23462; FRRS3			
ENSG00000072041	SLC6A15	solute carrier family 6 member 15	FLJ10316; hv7-3; NTT73; SBAT1; V7-3			
ENSG00000072042	RDH11	retinol dehydrogenase 11	ARSDR1; MDT1; SDR7C1			
ENSG00000072062	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	PKACa			
ENSG00000072133	RPS6KA6	ribosomal protein S6 kinase A6	RSK4			
ENSG00000072135	PTPN18	protein tyrosine phosphatase, non-receptor type 18	BDP1			
ENSG00000072195	SPEG	SPEG complex locus	APEG1; BPEG; KIAA1297; MGC12676; SPEGalpha; SPEGbeta			
ENSG00000072210	ALDH3A2	aldehyde dehydrogenase 3 family member A2	ALDH10; FALDH; SLS			
ENSG00000072274	TFRC	transferrin receptor	CD71; p90; TFR1			
ENSG00000072310	SREBF1	sterol regulatory element binding transcription factor 1	bHLHd1; SREBP-1c; SREBP1; SREBP1a			
ENSG00000072401	UBE2D1	ubiquitin conjugating enzyme E2 D1	E2(17)KB1; SFT; UBC4/5; UBCH5; UbcH5A			
ENSG00000072506	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	17b-HSD10; ABAD; CAMR; ERAB; HADH2; MHBD; MRPP2; MRXS10; SDR5C1			
ENSG00000072518	MARK2	microtubule affinity regulating kinase 2	EMK1; PAR-1; PAR-1B; Par1b			
ENSG00000072609	CHFR	checkpoint with forkhead and ring finger domains	FLJ10796; RNF196			
ENSG00000072657	TRHDE	thyrotropin releasing hormone degrading enzyme	PAP-II; PGPEP2; TRH-DE			
ENSG00000072682	P4HA2	prolyl 4-hydroxylase subunit alpha 2	C-P4Halpha(II)			
ENSG00000072756	TRNT1	tRNA nucleotidyl transferase 1	CCA1; CGI-47; MtCCA			
ENSG00000072778	ACADVL	acyl-CoA dehydrogenase very long chain	ACAD6; LCACD; VLCAD			
ENSG00000072786	STK10	serine/threonine kinase 10	LOK; PRO2729			
ENSG00000073060	SCARB1	scavenger receptor class B member 1	CD36L1; CLA-1; CLA1; SR-BI; SRB1			
ENSG00000073417	PDE8A	phosphodiesterase 8A	HsT19550			
ENSG00000073578	SDHA	succinate dehydrogenase complex flavoprotein subunit A	FP; SDH2; SDHF			
ENSG00000073711	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha	PPP2R3; PR130; PR72			
ENSG00000073734	ABCB11	ATP binding cassette subfamily B member 11	ABC16; BSEP; PFIC-2; PFIC2; PGY4; SPGP			
ENSG00000073737	DHRS9	dehydrogenase/reductase 9	3alpha-HSD; RDH15; RDHL; RETSDR8; SDR9C4			
ENSG00000073756	PTGS2	prostaglandin-endoperoxide synthase 2	COX2			
ENSG00000073803	MAP3K13	mitogen-activated protein kinase kinase kinase 13	LZK; MEKK13			
ENSG00000073849	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	SIAT1			
ENSG00000074211	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma	B55gamma; IMYPNO; MGC33570; PR52; PR55G			
ENSG00000074370	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3	SERCA3			
ENSG00000074410	CA12	carbonic anhydrase 12	HsT18816			
ENSG00000074416	MGLL	monoglyceride lipase	HU-K5; MGL			
ENSG00000074590	NUAK1	NUAK family kinase 1	ARK5; KIAA0537; NuaK1			
ENSG00000074621	SLC24A1	solute carrier family 24 member 1	CSNB1D; HsT17412; KIAA0702; NCKX; NCKX1; RODX			
ENSG00000074696	HACD3	3-hydroxyacyl-CoA dehydratase 3	B-ind1; HSPC121; PTPLAD1			
ENSG00000074800	ENO1	enolase 1	ENO1L1; MBP-1; MPB1; PPH			
ENSG00000074803	SLC12A1	solute carrier family 12 member 1	NKCC2			
ENSG00000074966	TXK	TXK tyrosine kinase	BTKL; PSCTK5; PTK4; RLK; TKL			
ENSG00000075188	NUP37	nucleoporin 37	FLJ22618; MGC5585			
ENSG00000075239	ACAT1	acetyl-CoA acetyltransferase 1	ACAT; THIL			
ENSG00000075413	MARK3	microtubule affinity regulating kinase 3	CTAK1; KP78; PAR-1A			
ENSG00000075415	SLC25A3	solute carrier family 25 member 3	PHC			
ENSG00000075651	PLD1	phospholipase D1				
ENSG00000075673	ATP12A	ATPase H+/K+ transporting non-gastric alpha2 subunit	#945; 2; ATP1AL1; HK			
ENSG00000075975	MKRN2	makorin ring finger protein 2	HSPC070; RNF62			
ENSG00000076201	PTPN23	protein tyrosine phosphatase, non-receptor type 23	DKFZP564F0923; HD-PTP; KIAA1471			
ENSG00000076258	FMO4	flavin containing monooxygenase 4	FMO2			
ENSG00000076351	SLC46A1	solute carrier family 46 member 1	HCP1; MGC9564; PCFT			
ENSG00000076555	ACACB	acetyl-CoA carboxylase beta	ACC2; ACCB; HACC275			
ENSG00000076685	NT5C2	5'-nucleotidase, cytosolic II	cN-II; GMP; NT5B; PNT5; SPG65			
ENSG00000076984	MAP2K7	mitogen-activated protein kinase kinase 7	Jnkk2; MKK7; PRKMK7			
ENSG00000077009	NMRK2	nicotinamide riboside kinase 2	ITGB1BP3; MIBP; NRK2			
ENSG00000077044	DGKD	diacylglycerol kinase delta	DGKdelta; KIAA0145			
ENSG00000077152	UBE2T	ubiquitin conjugating enzyme E2 T	FANCT; HSPC150			
ENSG00000077254	USP33	ubiquitin specific peptidase 33	KIAA1097; VDU1			
ENSG00000077264	PAK3	p21 (RAC1) activated kinase 3	bPAK; hPAK3; MRX30; MRX47			
ENSG00000077463	SIRT6	sirtuin 6				
ENSG00000077498	TYR	tyrosinase	OCA1; OCA1A; OCAIA			
ENSG00000077514	POLD3	DNA polymerase delta 3, accessory subunit	KIAA0039; P66; P68; PPP1R128			
ENSG00000077721	UBE2A	ubiquitin conjugating enzyme E2 A	HHR6A; RAD6A; UBC2			
ENSG00000077782	FGFR1	fibroblast growth factor receptor 1	BFGFR; CD331; CEK; FLG; FLT2; H2; H3; H4; H5; KAL2; N-SAM			
ENSG00000077800	FKBP6	FK506 binding protein 6	FKBP36; PPIase			
ENSG00000078061	ARAF	A-Raf proto-oncogene, serine/threonine kinase	ARAF1			
ENSG00000078070	MCCC1	methylcrotonoyl-CoA carboxylase 1	MCCA			
ENSG00000078124	ACER3	alkaline ceramidase 3	APHC; FLJ11238; PHCA			
ENSG00000078140	UBE2K	ubiquitin conjugating enzyme E2 K	HIP2; HYPG; UBC1			
ENSG00000078142	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3	Vps34			
ENSG00000078237	TIGAR	TP53 induced glycolysis regulatory phosphatase	C12orf5			
ENSG00000078269	SYNJ2	synaptojanin 2	INPP5H			
ENSG00000078295	ADCY2	adenylate cyclase 2	AC2; HBAC2; KIAA1060			
ENSG00000078747	ITCH	itchy E3 ubiquitin protein ligase	AIP4			
ENSG00000078967	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)	HBUCE1			
ENSG00000079150	FKBP7	FK506 binding protein 7	FKBP23			
ENSG00000079215	SLC1A3	solute carrier family 1 member 3	EA6; EAAT1; GLAST			
ENSG00000079277	MKNK1	MAP kinase interacting serine/threonine kinase 1	MNK1			
ENSG00000079335	CDC14A	cell division cycle 14A	cdc14; Cdc14A1; Cdc14A2; DFNB105			
ENSG00000079393	DUSP13	dual specificity phosphatase 13	BEDP; DUSP13A; DUSP13B; FLJ32450; TMDP			
ENSG00000079435	LIPE	lipase E, hormone sensitive type	HSL			
ENSG00000079459	FDFT1	farnesyl-diphosphate farnesyltransferase 1				
ENSG00000079462	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3				
ENSG00000079739	PGM1	phosphoglucomutase 1				
ENSG00000079805	DNM2	dynamin 2	CMT2M; CMTDI1; CMTDIB; DI-CMTB; DYN2; DYNII			
ENSG00000079931	MOXD1	monooxygenase DBH like 1	dJ248E1.1; DKFZP564G202; MOX			
ENSG00000080031	PTPRH	protein tyrosine phosphatase, receptor type H	SAP-1			
ENSG00000080166	DCT	dopachrome tautomerase	TYRP2			
ENSG00000080224	EPHA6	EPH receptor A6	FLJ35246			
ENSG00000080493	SLC4A4	solute carrier family 4 member 4	hhNMC; HNBC1; NBC1; NBC2; pNBC; SLC4A5			
ENSG00000080511	RDH8	retinol dehydrogenase 8	PRRDH; SDR28C2			
ENSG00000080802	CNOT4	CCR4-NOT transcription complex subunit 4	CLONE243; NOT4; NOT4H			
ENSG00000080819	CPOX	coproporphyrinogen oxidase	CPO; CPX; HCP			
ENSG00000080823	MOK	MOK protein kinase	RAGE; RAGE1; STK30			
ENSG00000081181	ARG2	arginase 2				
ENSG00000081237	PTPRC	protein tyrosine phosphatase, receptor type C	CD45; GP180; LCA; T200			
ENSG00000081320	STK17B	serine/threonine kinase 17b	DRAK2			
ENSG00000081377	CDC14B	cell division cycle 14B	Cdc14B1; Cdc14B2; CDC14B3; hCDC14B			
ENSG00000081479	LRP2	LDL receptor related protein 2	DBS; gp330			
ENSG00000081721	DUSP12	dual specificity phosphatase 12	DUSP1; YVH1			
ENSG00000081760	AACS	acetoacetyl-CoA synthetase	ACSF1; FLJ12389; SUR-5			
ENSG00000081800	SLC13A1	solute carrier family 13 member 1	NAS1; NaSi-1			
ENSG00000081913	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1	KIAA0606; PHLPP; PLEKHE1; PPM3A; SCOP			
ENSG00000081923	ATP8B1	ATPase phospholipid transporting 8B1	ATPIC; BRIC; FIC1; PFIC; PFIC1			
ENSG00000082014	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	BAF60C; CRACD3; Rsc6p			
ENSG00000082212	ME2	malic enzyme 2				
ENSG00000082996	RNF13	ring finger protein 13	RZF			
ENSG00000083123	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta				
ENSG00000083168	KAT6A	lysine acetyltransferase 6A	MOZ; MYST3; RUNXBP2; ZC2HC6A; ZNF220			
ENSG00000083223	TUT7	terminal uridylyl transferase 7	FLJ13409; KIAA1711; PAPD6; TENT3B; ZCCHC6			
ENSG00000083290	ULK2	unc-51 like autophagy activating kinase 2	ATG1B; KIAA0623; Unc51.2			
ENSG00000083444	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	LH1; LLH; PLOD			
ENSG00000083720	OXCT1	3-oxoacid CoA-transferase 1	OXCT; SCOT			
ENSG00000083799	CYLD	CYLD lysine 63 deubiquitinase	CYLD1; KIAA0849; USPL2			
ENSG00000083807	SLC27A5	solute carrier family 27 member 5	ACSB; ACSVL6; FACVL3; FATP5; FLJ22987; VLACSR; VLCS-H2; VLCSH2			
ENSG00000084072	PPIE	peptidylprolyl isomerase E	CyP-33; MGC111222; MGC3736			
ENSG00000084073	ZMPSTE24	zinc metallopeptidase STE24	FACE-1; HGPS; PRO1; STE24; Ste24p			
ENSG00000084090	STARD7	StAR related lipid transfer domain containing 7	GTT1			
ENSG00000084110	HAL	histidine ammonia-lyase	HIS			
ENSG00000084112	SSH1	slingshot protein phosphatase 1	KIAA1298			
ENSG00000084207	GSTP1	glutathione S-transferase pi 1	FAEES3; GST3; GSTP			
ENSG00000084453	SLCO1A2	solute carrier organic anion transporter family member 1A2	OATP; OATP-A; OATP1A2; SLC21A3			
ENSG00000084674	APOB	apolipoprotein B				
ENSG00000084676	NCOA1	nuclear receptor coactivator 1	bHLHe74; F-SRC-1; KAT13A; NCoA-1; RIP160; SRC1			
ENSG00000084754	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	GBP; LCEH; LCHAD; MTPA			
ENSG00000084774	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	GATD4			
ENSG00000085231	AK6	adenylate kinase 6	CINAP			
ENSG00000085377	PREP	prolyl endopeptidase				
ENSG00000085382	HACE1	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	KIAA1320			
ENSG00000085511	MAP3K4	mitogen-activated protein kinase kinase kinase 4	KIAA0213; MAPKKK4; MEKK4; MTK1			
ENSG00000085563	ABCB1	ATP binding cassette subfamily B member 1	ABC20; CD243; CLCS; GP170; MDR1; P-gp; PGY1			
ENSG00000085662	AKR1B1	aldo-keto reductase family 1 member B	ALDR1; AR			
ENSG00000085871	MGST2	microsomal glutathione S-transferase 2	MGST-II			
ENSG00000085982	USP40	ubiquitin specific peptidase 40	FLJ10785			
ENSG00000085998	POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)	FLJ20277; LGMD2O; MEB; MGAT1.2			
ENSG00000086015	MAST2	microtubule associated serine/threonine kinase 2	KIAA0807; MAST205			
ENSG00000086062	B4GALT1	beta-1,4-galactosyltransferase 1	beta4Gal-T1; GGTB2			
ENSG00000086159	AQP6	aquaporin 6	AQP2L			
ENSG00000086232	EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1	HRI; KIAA1369			
ENSG00000086475	SEPHS1	selenophosphate synthetase 1	SPS; SPS1			
ENSG00000086544	ITPKC	inositol-trisphosphate 3-kinase C	IP3-3KC; IP3KC			
ENSG00000086696	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2	HSD17; SDR9C2			
ENSG00000086717	PPEF1	protein phosphatase with EF-hand domain 1	PPEF; PPP7CA			
ENSG00000086758	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase	Ib772; KIAA0312; UREB1			
ENSG00000086848	ALG9	ALG9, alpha-1,2-mannosyltransferase	DIBD1			
ENSG00000087008	ACOX3	acyl-CoA oxidase 3, pristanoyl				
ENSG00000087053	MTMR2	myotubularin related protein 2	CMT4B; KIAA1073			
ENSG00000087076	HSD17B14	hydroxysteroid 17-beta dehydrogenase 14	DHRS10; retSDR3; SDR47C1			
ENSG00000087085	ACHE	acetylcholinesterase (Cartwright blood group)	YT			
ENSG00000087095	NLK	nemo like kinase				
ENSG00000087111	PIGS	phosphatidylinositol glycan anchor biosynthesis class S				
ENSG00000087157	PGS1	phosphatidylglycerophosphate synthase 1	DKFZP762M186			
ENSG00000087253	LPCAT2	lysophosphatidylcholine acyltransferase 2	AGPAT11; AYTL1; FLJ20481; LysoPAFAT			
ENSG00000087299	L2HGDH	L-2-hydroxyglutarate dehydrogenase	C14orf160; FLJ12618			
ENSG00000087470	DNM1L	dynamin 1 like	DRP1; DVLP; DYMPLE; HDYNIV; VPS1			
ENSG00000087586	AURKA	aurora kinase A	AIK; ARK1; AurA; BTAK; PPP1R47; STK15; STK6; STK7			
ENSG00000087995	METTL2A	methyltransferase like 2A	FLJ12760; METTL2			
ENSG00000088002	SULT2B1	sulfotransferase family 2B member 1	HSST2			
ENSG00000088035	ALG6	ALG6, alpha-1,3-glucosyltransferase				
ENSG00000088179	PTPN4	protein tyrosine phosphatase, non-receptor type 4	PTPMEG			
ENSG00000088305	DNMT3B	DNA methyltransferase 3 beta				
ENSG00000088386	SLC15A1	solute carrier family 15 member 1	HPECT1; HPEPT1; PEPT1			
ENSG00000088451	TGDS	TDP-glucose 4,6-dehydratase	SDR2E1; TDPGD			
ENSG00000088766	CRLS1	cardiolipin synthase 1	C20orf155; CLS1; dJ967N21.6; GCD10			
ENSG00000088826	SMOX	spermine oxidase	C20orf16; dJ779E11.1; FLJ20746; MGC1010; PAO; PAOh1; SMO			
ENSG00000088832	FKBP1A	FK506 binding protein 1A	FKBP-12; FKBP1; FKBP12; FKBP12C; PKC12; PPIASE			
ENSG00000089022	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5	PRAK			
ENSG00000089057	SLC23A2	solute carrier family 23 member 2	KIAA0238; SLC23A1; SVCT2; YSPL2			
ENSG00000089060	SLC8B1	solute carrier family 8 member B1	FLJ22233; NCKX6; NCLX; SLC24A6			
ENSG00000089234	BRAP	BRCA1 associated protein	BRAP2; IMP; RNF52			
ENSG00000089250	NOS1	nitric oxide synthase 1	nNOS; NOS			
ENSG00000089472	HEPH	hephaestin	CPL; KIAA0698			
ENSG00000089597	GANAB	glucosidase II alpha subunit	G2AN; GIIA; GluII; KIAA0088			
ENSG00000090013	BLVRB	biliverdin reductase B	FLR; SDR43U1			
ENSG00000090020	SLC9A1	solute carrier family 9 member A1	APNH; NHE1; PPP1R143			
ENSG00000090054	SPTLC1	serine palmitoyltransferase long chain base subunit 1	hLCB1; HSAN1; HSN1; LCB1; SPTI			
ENSG00000090060	PAPOLA	poly(A) polymerase alpha	PAP			
ENSG00000090266	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	AGGG; CI-AGGG			
ENSG00000090376	IRAK3	interleukin 1 receptor associated kinase 3	IRAK-M			
ENSG00000090402	SI	sucrase-isomaltase				
ENSG00000090432	MUL1	mitochondrial E3 ubiquitin protein ligase 1	C1orf166; FLJ12875; GIDE; MAPL; MULAN; RNF218			
ENSG00000090661	CERS4	ceramide synthase 4	FLJ12089; LASS4; Trh1			
ENSG00000090686	USP48	ubiquitin specific peptidase 48	FLJ11328; FLJ20103; FLJ23054; FLJ23277; MGC14879; USP31			
ENSG00000090857	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	PDP3			
ENSG00000090861	AARS	alanyl-tRNA synthetase	AlaRS; CMT2N			
ENSG00000090971	NAT14	N-acetyltransferase 14 (putative)	KLP1			
ENSG00000091137	SLC26A4	solute carrier family 26 member 4	DFNB4; PDS			
ENSG00000091138	SLC26A3	solute carrier family 26 member 3	CLD; DRA			
ENSG00000091140	DLD	dihydrolipoamide dehydrogenase	DLDH; GCSL; LAD			
ENSG00000091436	MAP3K20	mitogen-activated protein kinase kinase kinase 20	MLK7; MLTK; MLTKalpha; MLTKbeta; MRK; ZAK			
ENSG00000091483	FH	fumarate hydratase				
ENSG00000091664	SLC17A6	solute carrier family 17 member 6	DNPI; VGLUT2			
ENSG00000091704	CPA1	carboxypeptidase A1	CPA			
ENSG00000092009	CMA1	chymase 1				
ENSG00000092068	SLC7A8	solute carrier family 7 member 8	LAT2; LPI-PC1			
ENSG00000092098	RNF31	ring finger protein 31	FLJ10111; FLJ23501; HOIP; Paul; ZIBRA			
ENSG00000092148	HECTD1	HECT domain E3 ubiquitin protein ligase 1	KIAA1131			
ENSG00000092295	TGM1	transglutaminase 1	ICR2; LI; LI1; TGASE; TGK			
ENSG00000092439	TRPM7	transient receptor potential cation channel subfamily M member 7	CHAK1; LTRPC7; TRP-PLIK			
ENSG00000092445	TYRO3	TYRO3 protein tyrosine kinase	Brt; Dtk; Etk-2; Rek; RSE; Sky; Tif			
ENSG00000092529	CAPN3	calpain 3	CANP3; LGMD2; LGMD2A; nCL-1; p94			
ENSG00000092621	PHGDH	phosphoglycerate dehydrogenase	PDG; PGDH; SERA			
ENSG00000092964	DPYSL2	dihydropyrimidinase like 2	CRMP2; DHPRP2; DRP-2; DRP2			
ENSG00000093000	NUP50	nucleoporin 50	NPAP60L			
ENSG00000093010	COMT	catechol-O-methyltransferase				
ENSG00000093072	ADA2	adenosine deaminase 2	ADGF; CECR1; IDGFL			
ENSG00000093134	VNN3	vanin 3	HSA238982			
ENSG00000093217	XYLB	xylulokinase	FLJ10343; FLJ12539			
ENSG00000094841	UPRT	uracil phosphoribosyltransferase homolog	DKFZp781E1243; FUR1; MGC23937; RP11-311P8.3			
ENSG00000094963	FMO2	flavin containing monooxygenase 2				
ENSG00000095015	MAP3K1	mitogen-activated protein kinase kinase kinase 1	MAPKKK1; MEKK; MEKK1			
ENSG00000095059	DHPS	deoxyhypusine synthase	MIG13			
ENSG00000095139	ARCN1	archain 1	COPD			
ENSG00000095303	PTGS1	prostaglandin-endoperoxide synthase 1	COX1; PGHS-1; PTGHS			
ENSG00000095319	NUP188	nucleoporin 188	KIAA0169			
ENSG00000095321	CRAT	carnitine O-acetyltransferase	CAT1			
ENSG00000095380	NANS	N-acetylneuraminate synthase	SAS			
ENSG00000095464	PDE6C	phosphodiesterase 6C	ACHM5; COD4; PDEA2			
ENSG00000095596	CYP26A1	cytochrome P450 family 26 subfamily A member 1	CP26; CYP26; P450RAI; P450RAI1			
ENSG00000095777	MYO3A	myosin IIIA	DFNB30			
ENSG00000095917	TPSD1	tryptase delta 1				
ENSG00000096006	CRISP3	cysteine rich secretory protein 3	Aeg2; CRISP-3; CRS3; dJ442L6.3; SGP28			
ENSG00000096060	FKBP5	FK506 binding protein 5	FKBP51; FKBP54; P54; PPIase; Ptg-10			
ENSG00000096063	SRPK1	SRSF protein kinase 1	SFRSK1			
ENSG00000096717	SIRT1	sirtuin 1	SIR2L1			
ENSG00000096968	JAK2	Janus kinase 2	JTK10			
ENSG00000097007	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	ABL; c-ABL; JTK7; p150			
ENSG00000097021	ACOT7	acyl-CoA thioesterase 7	ACH1; ACT; BACH; CTE-II; hBACH; LACH1; MGC1126			
ENSG00000097033	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1	Bif-1; CGI-61; KIAA0491; PPP1R70			
ENSG00000097046	CDC7	cell division cycle 7	CDC7L1; HsCdc7; Hsk1; huCdc7			
ENSG00000099194	SCD	stearoyl-CoA desaturase	FADS5; SCDOS			
ENSG00000099308	MAST3	microtubule associated serine/threonine kinase 3	KIAA0561			
ENSG00000099377	HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	C(27)-3BETA-HSD; SDR11E3			
ENSG00000099381	SETD1A	SET domain containing 1A	KIAA0339; KMT2F; Set1			
ENSG00000099624	ATP5F1D	ATP synthase F1 subunit delta	ATP5D			
ENSG00000099785	MARCH2	membrane associated ring-CH-type finger 2	HSPC240; MARCH-II; RNF172			
ENSG00000099795	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	B18; CI-B18; MGC2480			
ENSG00000099797	TECR	trans-2,3-enoyl-CoA reductase	GPSN2; MRT14; SC2; TER			
ENSG00000099804	CDC34	cell division cycle 34	E2-CDC34; UBC3; UBE2R1			
ENSG00000099810	MTAP	methylthioadenosine phosphorylase	c86fus; MSAP			
ENSG00000099817	POLR2E	RNA polymerase II subunit E	hRPB25; hsRPB5; RPABC1; RPB5; XAP4			
ENSG00000099821	POLRMT	RNA polymerase mitochondrial	APOLMT; h-mtRPOL; MTRNAP; MTRPOL			
ENSG00000099875	MKNK2	MAP kinase interacting serine/threonine kinase 2	GPRK7; MNK2			
ENSG00000099904	ZDHHC8	zinc finger DHHC-type containing 8	KIAA1292; ZNF378			
ENSG00000099984	GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)				
ENSG00000099998	GGT5	gamma-glutamyltransferase 5	GGT-REL; GGTLA1			
ENSG00000100023	PPIL2	peptidylprolyl isomerase like 2	CYC4; Cyp-60; UBOX7			
ENSG00000100024	UPB1	beta-ureidopropionase 1	BUP1			
ENSG00000100030	MAPK1	mitogen-activated protein kinase 1	ERK; ERK2; MAPK2; p41mapk; PRKM1; PRKM2			
ENSG00000100031	GGT1	gamma-glutamyltransferase 1	CD224; D22S672; D22S732; GGT			
ENSG00000100033	PRODH	proline dehydrogenase 1	HSPOX2; PIG6; PRODH1; PRODH2; TP53I6			
ENSG00000100034	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F	CAMKP; CaMKPase; FEM-2; KIAA0015; POPX2			
ENSG00000100075	SLC25A1	solute carrier family 25 member 1	CTP; SLC20A3			
ENSG00000100077	GRK3	G protein-coupled receptor kinase 3	ADRBK2; BARK2			
